index,time,x,y,z,rx,ry,rz
0 days 00:00:16.200000,16.2,0.0,0.0,0.0,0.0,0.0,0.0
0 days 00:00:16.210000,16.21,-0.0041782,0.016052,-0.010046999999999999,-0.006777300000000001,0.01602,0.00058386
0 days 00:00:16.220000,16.22,-0.0083564,0.032104,-0.020093999999999997,-0.013554600000000002,0.03204,0.00116772
0 days 00:00:16.230000,16.23,-0.0125346,0.048156000000000004,-0.030140999999999994,-0.020331900000000003,0.04806,0.00175158
0 days 00:00:16.240000,16.24,-0.0167128,0.064208,-0.040187999999999995,-0.027109200000000003,0.06408,0.00233544
0 days 00:00:16.250000,16.25,-0.020891,0.08026,-0.050234999999999995,-0.03388650000000001,0.0801,0.0029192999999999997
0 days 00:00:16.260000,16.259999999999998,-0.0250692,0.09631200000000001,-0.06028199999999999,-0.04066380000000001,0.09612,0.00350316
0 days 00:00:16.270000,16.27,-0.0292474,0.112364,-0.07032899999999999,-0.04744110000000001,0.11213999999999999,0.004087019999999999
0 days 00:00:16.280000,16.279999999999998,-0.0334256,0.128416,-0.08037599999999999,-0.05421840000000001,0.12816,0.00467088
0 days 00:00:16.290000,16.29,-0.0376038,0.144468,-0.09042299999999999,-0.06099570000000001,0.14418,0.00525474
0 days 00:00:16.300000,16.3,-0.041782,0.16052,-0.10046999999999999,-0.06777300000000001,0.1602,0.005838599999999999
0 days 00:00:16.310000,16.31,-0.0459602,0.176572,-0.11051699999999999,-0.07455030000000001,0.17622,0.00642246
0 days 00:00:16.320000,16.32,-0.0501384,0.19262400000000002,-0.12056399999999998,-0.08132760000000001,0.19224,0.00700632
0 days 00:00:16.330000,16.33,-0.0543166,0.208676,-0.13061099999999998,-0.08810490000000001,0.20826,0.007590179999999999
0 days 00:00:16.340000,16.34,-0.0584948,0.224728,-0.14065799999999998,-0.09488220000000001,0.22427999999999998,0.008174039999999999
0 days 00:00:16.350000,16.349999999999998,-0.062673,0.24078,-0.15070499999999998,-0.10165950000000001,0.24029999999999999,0.008757899999999999
0 days 00:00:16.360000,16.36,-0.0668512,0.256832,-0.16075199999999998,-0.10843680000000001,0.25632,0.00934176
0 days 00:00:16.370000,16.37,-0.07102939999999999,0.272884,-0.17079899999999998,-0.11521410000000001,0.27233999999999997,0.00992562
0 days 00:00:16.380000,16.38,-0.0752076,0.288936,-0.18084599999999998,-0.12199140000000001,0.28836,0.01050948
0 days 00:00:16.390000,16.39,-0.0793858,0.304988,-0.19089299999999998,-0.1287687,0.30438,0.011093339999999998
0 days 00:00:16.400000,16.4,-0.083564,0.32104,-0.20093999999999998,-0.13554600000000003,0.3204,0.011677199999999999
0 days 00:00:16.410000,16.41,-0.08774219999999999,0.337092,-0.21098699999999998,-0.1423233,0.33642,0.012261059999999999
0 days 00:00:16.420000,16.419999999999998,-0.0919204,0.353144,-0.22103399999999998,-0.14910060000000003,0.35244,0.01284492
0 days 00:00:16.430000,16.43,-0.0960986,0.369196,-0.23108099999999998,-0.1558779,0.36846,0.01342878
0 days 00:00:16.440000,16.439999999999998,-0.1002768,0.38524800000000003,-0.24112799999999995,-0.16265520000000003,0.38448,0.01401264
0 days 00:00:16.450000,16.45,-0.10445499999999999,0.4013,-0.251175,-0.1694325,0.40049999999999997,0.014596499999999998
0 days 00:00:16.460000,16.46,-0.1086332,0.417352,-0.26122199999999995,-0.17620980000000003,0.41652,0.015180359999999999
0 days 00:00:16.470000,16.47,-0.1128114,0.433404,-0.271269,-0.1829871,0.43254,0.01576422
0 days 00:00:16.480000,16.48,-0.1169896,0.449456,-0.28131599999999995,-0.18976440000000003,0.44855999999999996,0.016348079999999997
0 days 00:00:16.490000,16.49,-0.12116779999999999,0.46550800000000003,-0.291363,-0.1965417,0.46458,0.01693194
0 days 00:00:16.500000,16.5,-0.125346,0.48156,-0.30140999999999996,-0.20331900000000003,0.48059999999999997,0.017515799999999998
0 days 00:00:16.510000,16.509999999999998,-0.1295242,0.497612,-0.311457,-0.2100963,0.49662,0.01809966
0 days 00:00:16.520000,16.52,-0.1337024,0.513664,-0.32150399999999996,-0.21687360000000003,0.51264,0.01868352
0 days 00:00:16.530000,16.529999999999998,-0.1378806,0.529716,-0.33155099999999993,-0.22365090000000004,0.52866,0.019267379999999997
0 days 00:00:16.540000,16.54,-0.14205879999999999,0.545768,-0.34159799999999996,-0.23042820000000003,0.5446799999999999,0.01985124
0 days 00:00:16.550000,16.55,-0.146237,0.56182,-0.35164499999999993,-0.23720550000000004,0.5607,0.020435099999999998
0 days 00:00:16.560000,16.56,-0.1504152,0.577872,-0.36169199999999996,-0.24398280000000003,0.57672,0.02101896
0 days 00:00:16.570000,16.57,-0.1545934,0.593924,-0.37173899999999993,-0.25076010000000004,0.5927399999999999,0.02160282
0 days 00:00:16.580000,16.58,-0.1587716,0.609976,-0.38178599999999996,-0.2575374,0.60876,0.022186679999999997
0 days 00:00:16.590000,16.59,-0.1629498,0.626028,-0.39183299999999993,-0.2643147,0.62478,0.02277054
0 days 00:00:16.600000,16.599999999999998,-0.167128,0.64208,-0.40187999999999996,-0.27109200000000006,0.6408,0.023354399999999997
0 days 00:00:16.610000,16.61,-0.1713062,0.658132,-0.41192699999999993,-0.27786930000000004,0.65682,0.02393826
0 days 00:00:16.620000,16.62,-0.17548439999999998,0.674184,-0.42197399999999996,-0.2846466,0.67284,0.024522119999999998
